image,label
60544,1_00_0
13273,6_00_0
27233,3_b7_1
10199,3_b7_1
29915,3_00_0
65569,1_00_0
12796,6_00_0
31551,6_00_0
19598,6_00_0
43765,6_00_0
50804,3_00_0
12515,3_00_0
39194,3_a9_1
30484,4_00_0
16045,4_00_0
39869,3_b8_1
14568,3_00_0
66563,4_00_0
40700,5_b8_1
17127,2_a5_2
47808,4_00_0
59406,6_00_0
23495,3_00_0
46235,3_a9_2
50278,5_b7_1
55844,3_00_0
32181,6_b5_1
46127,3_00_0
57786,1_00_0
17326,3_00_0
58887,5_a7_2
50798,5_b8_1
13679,6_a12_2
44848,4_00_0
41398,5_b7_1
37971,5_b8_1
46663,4_00_0
23582,6_00_0
30546,3_00_0
57185,5_b6_1
22026,1_00_0
23005,1_00_0
56572,5_b8_1
61402,6_a12_2
34432,6_00_0
18787,4_00_0
34088,4_00_0
57806,6_00_0
34890,3_b3_1
66178,3_00_0
23073,4_00_0
66182,6_00_0
60759,3_00_0
51133,4_00_0
17017,3_00_0
30685,5_00_0
61373,5_b6_1
46113,1_00_0
43113,1_00_0
64119,6_00_0
24957,3_b8_1
64838,5_b8_1
19290,4_00_0
11943,5_a7_2
38943,3_a9_2
62094,4_00_0
48208,4_00_0
60843,5_b8_1
44463,6_00_0
64684,3_00_0
38974,4_00_0
48725,1_00_0
22866,3_a9_1
61648,3_b3_1
52948,1_00_0
64247,1_00_0
58096,2_a5_2
43783,1_00_0
24229,3_00_0
25770,5_b7_1
62195,5_b8_1
58781,3_00_0
58551,3_a9_2
21886,1_00_0
13599,6_00_0
31663,1_00_0
35790,3_a9_2
31111,3_00_0
43917,6_00_0
57842,3_b8_1
66074,6_00_0
51630,4_00_0
67633,1_00_0
45781,3_00_0
39172,3_00_0
58342,4_00_0
12598,1_00_0
39765,3_00_0
15302,4_00_0
61943,6_00_0
48097,3_00_0
48595,2_00_0
19255,1_00_0
28304,3_b7_1
51738,3_00_0
22576,4_00_0
67348,6_b4_1
52562,3_00_0
17839,3_00_0
47665,3_00_0
61279,3_b7_1
59671,1_00_0
31579,6_a11_1
57030,6_00_0
59600,6_00_0
53350,3_00_0
53072,4_00_0
10037,3_00_0
19288,4_00_0
60307,1_00_0
30767,6_00_0
57345,2_a5_2
56269,3_a9_1
25800,2_00_0
25670,1_00_0
20968,1_00_0
56895,3_a9_2
35859,5_a7_2
36341,2_a5_2
26203,6_00_0
27174,3_00_0
54949,4_00_0
50788,6_a11_1
12734,4_00_0
50225,6_00_0
37033,4_00_0
30798,4_00_0
22799,6_00_0
43551,5_b6_1
35644,6_00_0
32138,3_00_0
19551,4_00_0
45728,4_00_0
31478,3_b3_1
35906,3_00_0
22784,5_00_0
64211,4_00_0
10738,4_00_0
48654,6_00_0
16362,2_a5_2
27870,1_00_0
60864,3_00_0
35290,1_00_0
30711,1_00_0
19158,1_00_0
40986,5_00_0
27773,6_00_0
37378,1_00_0
31216,6_00_0
42947,3_00_0
47606,6_00_0
46500,3_00_0
44837,3_a9_2
52689,3_00_0
17368,1_00_0
64603,6_a11_2
12916,2_a5_2
33366,1_00_0
33314,6_00_0
26955,5_b7_1
66983,3_00_0
25082,4_00_0
67465,4_00_0
55858,6_00_0
53784,3_00_0
66090,3_00_0
52355,5_b7_1
41968,3_00_0
19455,3_a9_1
32022,3_00_0
34618,3_00_0
19769,4_00_0
12655,5_b6_1
36474,6_00_0
32508,3_b8_1
19758,3_b8_1
27561,6_a12_1
29943,3_a9_1
61087,3_a9_3
44484,1_00_0
50533,6_00_0
63568,1_00_0
43231,4_00_0
27189,4_00_0
39713,4_00_0
42376,2_a5_2
34737,4_00_0
11179,3_b8_1
40816,3_00_0
27919,2_00_0
31233,5_b8_1
42974,2_00_0
54185,4_00_0
37029,3_b7_1
28784,5_b7_1
26736,3_00_0
55505,6_a11_1
60045,2_00_0
15554,5_b8_1
12696,3_00_0
30047,1_00_0
49235,6_00_0
48365,1_00_0
28718,6_00_0
58880,6_00_0
42822,1_00_0
26032,5_a7_2
37789,3_00_0
46056,1_00_0
54515,3_b7_1
43525,3_00_0
41814,1_00_0
21107,3_00_0
61366,3_00_0
37817,4_00_0
48689,2_00_0
17627,5_b7_1
10252,5_b8_1
59125,3_00_0
34775,3_a9_2
13444,5_b6_1
13845,4_00_0
36448,3_b3_1
35853,3_00_0
65281,3_00_0
29693,1_00_0
20202,4_00_0
34465,5_a7_2
62110,6_00_0
44558,6_b4_3
54766,3_00_0
16607,6_00_0
42656,3_00_0
29253,3_00_0
30945,1_00_0
37784,6_00_0
63496,3_b8_1
13061,5_b7_1
41089,6_00_0
33987,5_00_0
50609,3_a9_1
21952,4_00_0
56457,3_00_0
48700,4_00_0
62864,3_b7_1
52839,3_00_0
48180,3_00_0
45052,3_00_0
60548,4_00_0
60006,1_00_0
61405,4_00_0
63614,3_00_0
28185,4_00_0
28569,3_00_0
33369,2_a5_2
65757,6_00_0
56433,5_b6_1
37236,6_00_0
15129,3_b7_1
35778,4_00_0
19305,3_b3_1
55315,3_b7_1
59952,3_00_0
21405,3_00_0
50134,3_00_0
55895,4_00_0
15845,6_00_0
24624,6_00_0
48742,6_a12_1
52486,5_00_0
29188,4_00_0
31444,1_00_0
34436,4_00_0
59979,3_00_0
15071,3_b3_1
63640,4_00_0
19162,1_00_0
61513,6_a11_1
27774,3_00_0
44183,1_00_0
64323,6_00_0
66785,1_00_0
36278,1_00_0
23769,4_00_0
48490,1_00_0
48328,4_00_0
36131,1_00_0
54866,4_00_0
34178,3_b8_1
60500,6_00_0
41639,1_00_0
38939,3_00_0
23898,4_00_0
31261,2_a5_2
48801,3_00_0
42287,3_00_0
54158,4_00_0
26313,6_00_0
50952,3_b3_1
31321,3_00_0
27472,3_00_0
39317,3_b8_1
41078,6_00_0
30975,3_00_0
30642,3_b6_1
35816,5_b8_1
11770,3_a9_3
39045,6_00_0
54772,4_00_0
58418,3_b3_1
48285,3_00_0
53280,4_00_0
23645,3_00_0
42013,5_b8_1
34122,6_00_0
65042,6_00_0
17768,3_00_0
22765,3_b7_1
62741,4_00_0
40076,3_00_0
58413,5_b8_1
34284,4_00_0
14694,1_00_0
20237,3_b8_1
45496,3_00_0
19507,4_00_0
31731,3_00_0
33039,4_00_0
59313,5_b8_1
51590,5_b7_1
42075,3_00_0
52342,6_b4_1
38423,3_b7_1
13998,4_00_0
49359,6_00_0
14545,6_a12_2
38906,3_00_0
18525,3_b8_1
22187,3_a9_1
47116,4_00_0
60246,4_00_0
17332,1_00_0
31322,3_b3_1
41987,4_00_0
56091,2_00_0
55264,6_00_0
14796,5_b7_1
21028,1_00_0
43832,4_00_0
16238,6_00_0
20717,3_00_0
63509,1_00_0
44188,6_00_0
21914,4_00_0
56893,3_a9_1
18724,3_00_0
41893,4_00_0
41276,1_00_0
55834,4_00_0
33478,3_a9_3
61508,1_00_0
31953,3_a9_1
11568,4_00_0
45422,4_00_0
40742,3_00_0
56825,3_00_0
51124,4_00_0
29909,6_00_0
57400,3_b6_1
50937,3_00_0
61586,2_00_0
42775,4_00_0
56176,3_00_0
27013,2_a5_2
51634,3_00_0
23476,4_00_0
50456,1_00_0
29989,6_00_0
64528,1_00_0
45099,3_00_0
46386,4_00_0
50157,4_00_0
55750,2_a5_2
35367,1_00_0
43050,3_00_0
16076,5_a7_2
17266,3_00_0
48089,3_b3_1
25068,2_a5_2
44061,3_a9_1
45375,3_b6_1
11995,1_00_0
39966,3_b7_1
32737,3_00_0
54047,6_a12_2
26951,3_00_0
56933,6_00_0
62204,6_00_0
59294,6_00_0
62232,4_00_0
49981,2_00_0
44760,5_b6_1
64060,1_00_0
58401,6_00_0
38501,4_00_0
23669,5_b7_1
66503,2_a5_2
42245,6_00_0
66166,4_00_0
59195,4_00_0
18941,5_b6_1
43761,6_00_0
26968,3_b3_1
40139,3_00_0
39085,6_00_0
42531,3_b3_1
56920,4_00_0
12010,6_00_0
58157,5_b7_1
55002,2_a5_2
50106,4_00_0
19471,3_00_0
55314,4_00_0
35051,6_00_0
26209,1_00_0
25702,1_00_0
58720,6_00_0
65017,1_00_0
57946,6_00_0
44675,4_00_0
64192,3_00_0
58950,3_00_0
42159,3_b3_1
56517,3_b3_1
31243,1_00_0
58338,3_00_0
60616,6_b5_1
22101,5_b7_1
21250,4_00_0
65043,3_a9_1
48037,6_00_0
14419,4_00_0
43625,4_00_0
20225,2_00_0
29531,3_00_0
44528,5_b7_1
66597,1_00_0
61253,3_00_0
31581,3_00_0
56307,3_b7_1
39852,3_00_0
27323,4_00_0
58483,3_b3_1
17785,3_b3_1
36015,6_00_0
32847,4_00_0
17849,2_a5_2
61354,3_b3_1
30731,3_b8_1
51949,5_a7_2
65435,3_a9_3
43089,3_00_0
28520,3_a9_2
33974,6_00_0
11977,1_00_0
59509,3_00_0
47811,3_00_0
36525,3_b7_1
53434,3_b8_1
17346,3_b6_1
25571,3_00_0
10851,2_00_0
47959,1_00_0
15014,2_00_0
20523,3_b6_1
66470,4_00_0
43424,4_00_0
17883,5_00_0
27449,4_00_0
66842,6_a11_1
30510,6_00_0
16503,3_00_0
25689,1_00_0
11990,6_00_0
21038,5_b6_1
14119,1_00_0
60647,2_a5_2
36849,3_b7_1
19868,1_00_0
44206,3_b6_1
48266,1_00_0
18711,4_00_0
15723,3_a9_1
19645,1_00_0
58446,1_00_0
48071,3_00_0
34260,4_00_0
41510,3_00_0
11883,1_00_0
21215,3_00_0
28292,6_00_0
37920,1_00_0
31982,3_00_0
41626,3_a9_1
29969,2_00_0
44713,1_00_0
47179,4_00_0
18672,3_a9_1
65877,5_b7_1
12576,3_00_0
25225,3_00_0
62388,6_00_0
10480,2_a5_2
55025,1_00_0
22648,6_00_0
29407,1_00_0
33707,3_b6_1
54692,3_b8_1
10652,3_b7_1
56496,6_00_0
66972,6_00_0
13579,4_00_0
59830,3_00_0
11622,4_00_0
57051,3_00_0
48052,1_00_0
62866,6_a11_1
66103,6_00_0
62778,3_00_0
40176,6_00_0
59845,1_00_0
39504,1_00_0
47731,3_b3_1
23031,6_00_0
49766,6_00_0
21537,3_a9_3
41123,4_00_0
62373,2_a5_2
59522,1_00_0
58837,3_a9_1
65906,1_00_0
53482,4_00_0
16866,1_00_0
47234,4_00_0
60652,3_b3_1
49577,1_00_0
53349,3_00_0
35173,6_b5_1
14876,1_00_0
59217,6_00_0
62850,6_00_0
62702,3_00_0
42237,3_00_0
41695,5_b7_1
55069,6_a11_1
55123,4_00_0
42711,3_00_0
33109,2_a5_2
26443,4_00_0
46155,3_b7_1
30931,5_b8_1
43044,1_00_0
21347,4_00_0
52357,3_a9_3
33873,6_00_0
52008,5_00_0
46615,5_b7_1
34117,4_00_0
48985,3_b7_1
44019,4_00_0
14495,6_a11_1
13885,3_b7_1
33794,3_b7_1
37944,3_00_0
31101,3_00_0
11470,3_00_0
33502,6_00_0
34480,3_00_0
24864,3_00_0
30283,2_00_0
64535,6_00_0
21011,1_00_0
59474,3_a9_1
15702,5_b7_1
62487,3_00_0
11895,3_b8_1
64220,1_00_0
14498,4_00_0
22988,6_a12_1
64314,3_00_0
64955,5_b7_1
27814,1_00_0
14412,6_00_0
37009,4_00_0
29721,5_00_0
61029,3_00_0
18989,1_00_0
51879,3_00_0
65510,1_00_0
37655,3_00_0
58890,3_b3_1
64188,4_00_0
58470,3_00_0
47619,4_00_0
59875,6_b5_1
15089,3_b7_1
43801,3_b8_1
22887,4_00_0
34809,4_00_0
29577,2_00_0
41553,3_00_0
36541,4_00_0
55507,3_b3_1
13932,1_00_0
15416,4_00_0
24474,1_00_0
36837,1_00_0
24890,4_00_0
53980,3_00_0
33179,4_00_0
29130,3_00_0
40131,1_00_0
65424,6_00_0
59303,3_00_0
67420,3_b8_1
66136,6_00_0
17079,3_b6_1
21142,6_a11_1
45289,6_00_0
38074,5_b8_1
38235,3_00_0
22773,6_00_0
61595,5_a7_2
30485,3_00_0
39559,1_00_0
38129,3_00_0
60284,3_a9_2
40765,1_00_0
51637,4_00_0
37986,3_b7_1
47622,3_00_0
46985,4_00_0
61909,3_00_0
45505,4_00_0
30849,3_b7_1
25018,4_00_0
37516,4_00_0
59904,1_00_0
52485,6_00_0
23784,6_00_0
44993,1_00_0
27655,4_00_0
62431,3_00_0
16554,1_00_0
15692,3_00_0
38469,4_00_0
16647,1_00_0
28014,3_a9_1
67239,3_b3_1
37735,5_a7_2
12519,6_00_0
34075,4_00_0
31911,3_b3_1
46368,6_00_0
30211,5_b8_1
49994,4_00_0
17420,3_00_0
61328,6_00_0
51700,4_00_0
20291,2_00_0
11997,3_00_0
62775,6_00_0
14164,6_00_0
42433,3_a9_2
56536,5_b7_1
33103,3_00_0
46365,6_00_0
64408,2_a5_2
61795,3_00_0
26234,6_00_0
45041,2_00_0
61515,3_00_0
11107,3_b7_1
29311,5_b6_1
24850,1_00_0
20708,3_00_0
15918,6_00_0
33617,6_00_0
29854,3_a9_2
49012,3_00_0
66042,3_b7_1
44385,4_00_0
20443,3_00_0
47332,5_b6_1
47820,4_00_0
10826,3_00_0
64030,3_00_0
17305,4_00_0
28061,1_00_0
45951,6_00_0
24672,3_00_0
63540,4_00_0
15967,3_00_0
56611,2_a5_2
25940,6_00_0
14314,3_00_0
56238,3_00_0
16796,3_b6_1
39600,1_00_0
23697,5_b8_1
27496,5_b7_1
18343,5_00_0
60450,3_b8_1
19697,6_a11_1
31511,3_b3_1
47742,1_00_0
46390,1_00_0
50615,5_b7_1
53001,3_b3_1
16531,4_00_0
11931,5_b6_1
30236,3_b7_1
62686,2_a5_2
14968,6_b4_1
10442,2_a5_2
67469,1_00_0
38468,3_b3_1
36649,2_a5_2
55351,4_00_0
46147,5_b8_1
22631,5_b7_1
13033,4_00_0
56264,6_00_0
20782,5_b8_1
11921,5_b6_1
47319,6_00_0
64518,4_00_0
43020,4_00_0
47784,3_00_0
11233,3_b7_1
50149,3_00_0
47274,3_00_0
38723,1_00_0
51068,3_b8_1
12054,1_00_0
52334,6_00_0
55130,6_00_0
54710,6_b5_1
19356,6_00_0
33731,4_00_0
63086,1_00_0
13338,1_00_0
17125,3_b6_1
22960,1_00_0
53936,4_00_0
43251,3_00_0
55331,3_a9_2
54448,3_b3_1
13667,1_00_0
38977,6_00_0
20188,2_a5_2
41903,3_b3_1
32843,6_00_0
18009,1_00_0
59126,3_b8_1
63840,2_00_0
61826,3_00_0
12290,3_00_0
21873,4_00_0
13351,4_00_0
44725,1_00_0
63277,1_00_0
56027,6_00_0
58726,3_00_0
43454,4_00_0
24663,3_00_0
40053,1_00_0
55905,6_00_0
55282,6_00_0
65287,3_00_0
23526,3_a9_1
49705,3_b7_1
13848,3_00_0
59123,6_00_0
45730,6_00_0
44944,3_a9_3
38174,6_00_0
19275,3_a9_3
22752,4_00_0
41092,3_a9_1
32879,3_a9_1
10523,3_00_0
56726,5_b7_1
34265,6_00_0
23417,3_00_0
19791,3_00_0
42549,1_00_0
15010,6_00_0
50946,1_00_0
15452,1_00_0
65073,3_b3_1
64546,3_00_0
47339,1_00_0
22971,1_00_0
18459,3_00_0
59597,5_b6_1
12071,6_00_0
41093,1_00_0
13300,1_00_0
50194,5_b7_1
23853,3_a9_2
31756,1_00_0
56081,5_b7_1
58375,2_a5_2
44550,5_b8_1
29722,5_b8_1
12793,5_a7_2
60156,6_00_0
46167,4_00_0
23649,1_00_0
58025,6_00_0
47192,6_00_0
58075,5_b8_1
51832,5_b6_1
24304,1_00_0
18437,1_00_0
60896,4_00_0
33930,2_a5_2
58211,3_00_0
28567,3_00_0
16225,6_00_0
45310,1_00_0
26143,3_00_0
12905,1_00_0
19722,3_b3_1
66401,3_00_0
29540,3_00_0
22415,3_b3_1
28169,3_00_0
50210,3_00_0
12470,5_b6_1
23326,1_00_0
66758,5_b7_1
50940,3_b8_1
16759,4_00_0
25560,1_00_0
41129,1_00_0
28699,6_a11_1
57228,5_b7_1
13210,3_b8_1
15156,3_00_0
20502,5_b8_1
61582,5_b7_1
63608,4_00_0
26254,4_00_0
31206,6_00_0
22352,2_00_0
23570,2_00_0
43767,5_b8_1
24487,3_00_0
48943,3_00_0
11558,3_00_0
62478,6_00_0
23428,4_00_0
28393,5_00_0
21037,3_00_0
46756,5_a7_2
38935,5_b6_1
55065,3_a9_2
27844,5_b6_1
15905,3_00_0
36201,6_00_0
67243,3_00_0
30829,5_b8_1
59728,5_b7_1
38281,6_00_0
67023,1_00_0
46449,2_00_0
38146,6_00_0
24798,6_00_0
23252,2_a5_2
38287,5_a7_2
43202,3_b3_1
21830,3_00_0
62192,3_00_0
22893,2_a5_2
53439,5_b8_1
17259,3_a9_1
25640,3_a9_1
37541,4_00_0
58475,6_00_0
66281,6_00_0
14168,1_00_0
20181,6_a12_2
35119,6_00_0
48378,2_a5_2
37257,3_a9_1
11292,3_00_0
52802,2_a5_2
25780,1_00_0
34128,3_00_0
24126,4_00_0
30064,4_00_0
19802,5_b7_1
53919,4_00_0
11225,2_a5_2
23860,4_00_0
24753,4_00_0
29638,3_00_0
61878,3_a9_3
37410,3_b7_1
26185,3_00_0
10421,6_00_0
27522,3_00_0
60569,1_00_0
63949,4_00_0
31611,5_a7_2
14824,3_00_0
13064,1_00_0
13036,4_00_0
23459,5_b7_1
64401,3_b3_1
29695,1_00_0
21254,1_00_0
31442,3_b8_1
18753,3_b3_1
37508,2_00_0
48840,3_00_0
18831,2_a5_2
11523,3_a9_1
52986,4_00_0
18450,4_00_0
18741,4_00_0
37575,6_a11_2
16766,2_00_0
27897,3_00_0
22964,4_00_0
38162,3_00_0
57662,3_b8_1
56418,1_00_0
26108,5_b7_1
12679,5_b6_1
22821,6_00_0
30071,6_00_0
11798,1_00_0
65256,4_00_0
58329,2_a5_2
43639,3_00_0
51613,5_b8_1
20095,6_00_0
12723,1_00_0
15232,1_00_0
12158,3_b6_1
25614,3_b8_1
51482,3_b3_1
30369,5_a7_2
37991,3_00_0
28690,4_00_0
20206,2_a5_2
17401,3_00_0
19211,6_00_0
53911,6_00_0
63870,1_00_0
53217,3_a9_3
63333,6_00_0
17873,3_b7_1
44692,1_00_0
27145,3_a9_3
52470,2_a5_2
53560,3_a9_1
52678,6_00_0
23710,3_00_0
62924,1_00_0
46859,3_a9_2
25782,3_00_0
23742,3_00_0
10764,3_b6_1
19680,1_00_0
53563,3_00_0
62272,1_00_0
54681,6_00_0
30903,3_b7_1
33441,4_00_0
32937,6_00_0
62328,1_00_0
55350,1_00_0
42651,1_00_0
65083,3_00_0
39405,1_00_0
38625,3_a9_1
13761,2_a5_2
21338,3_00_0
51525,5_b7_1
56017,4_00_0
45567,1_00_0
53159,2_a5_2
64576,6_a11_1
23433,3_b8_1
24335,4_00_0
67028,4_00_0
13626,1_00_0
65119,5_a7_2
27482,4_00_0
58111,6_00_0
33506,4_00_0
13863,3_00_0
58572,6_00_0
34129,4_00_0
20363,3_00_0
40505,6_00_0
22095,5_b6_1
31335,4_00_0
34682,3_00_0
52156,6_00_0
51742,3_00_0
36524,5_b8_1
29893,1_00_0
53377,3_00_0
54839,3_b6_1
20218,6_00_0
50293,1_00_0
35772,1_00_0
20442,1_00_0
58765,6_00_0
18683,5_b7_1
41249,1_00_0
45146,3_a9_1
63764,3_b8_1
11526,5_b8_1
31473,3_00_0
63950,3_b8_1
63839,5_b6_1
64549,3_00_0
60688,6_00_0
66927,2_00_0
63012,4_00_0
14291,3_00_0
57155,4_00_0
54869,6_b4_3
14966,2_00_0
17851,3_00_0
47025,6_00_0
56561,3_00_0
25062,5_b6_1
55293,1_00_0
65533,4_00_0
62400,3_b8_1
39275,3_00_0
55394,6_00_0
44541,4_00_0
29886,3_b6_1
56734,4_00_0
12841,3_b6_1
43168,1_00_0
35175,3_00_0
11058,4_00_0
16556,6_00_0
56574,4_00_0
45028,3_a9_2
16152,3_00_0
66675,4_00_0
54411,4_00_0
22574,6_00_0
30646,1_00_0
31744,4_00_0
10997,6_00_0
59500,1_00_0
51951,5_00_0
30051,6_00_0
33518,1_00_0
57341,3_a9_1
22890,3_00_0
39947,3_00_0
27275,2_a5_2
38239,5_a7_2
66536,3_00_0
10880,5_b6_1
13828,3_b3_1
36449,5_a7_2
16758,2_00_0
64801,6_00_0
35133,3_00_0
26801,1_00_0
65763,3_b3_1
26731,3_b8_1
61511,1_00_0
11119,2_00_0
48443,2_a5_2
49249,5_a7_2
16203,6_00_0
19271,3_a9_1
15684,6_00_0
55298,4_00_0
45611,4_00_0
60990,6_b5_1
53984,3_a9_3
42675,1_00_0
31500,1_00_0
17944,3_00_0
59138,3_00_0
11811,4_00_0
57435,4_00_0
19060,4_00_0
29667,3_b3_1
52454,3_a9_1
48207,3_00_0
29684,3_00_0
18333,6_00_0
60473,3_00_0
67241,3_b7_1
51973,1_00_0
67580,3_00_0
43085,1_00_0
41145,5_b8_1
65356,4_00_0
44522,6_00_0
23362,4_00_0
59266,3_a9_1
24177,3_b3_1
10879,3_00_0
42250,4_00_0
15738,3_00_0
67558,3_b3_1
20457,3_a9_3
24804,3_00_0
14963,3_b7_1
53924,6_00_0
48340,1_00_0
52093,4_00_0
57781,6_00_0
28558,6_a11_2
35379,3_00_0
42620,6_00_0
15674,3_00_0
22008,5_a7_2
49729,3_00_0
41310,3_00_0
66349,1_00_0
28612,1_00_0
47989,3_00_0
46271,6_00_0
63347,4_00_0
